1,-0.4120884598844159
2,1.1429455670983804
3,0.6246008929492868
4,1.0
5,0.6246008929492868
6,0.7541870592188025
7,1.0
8,1.4669109918432006
9,-0.606467713824205
10,1.0
11,2.7627726772159344
12,1.0
13,1.0
14,0.6246008929492868
15,1.985255665992294
16,2.568393423276145
17,-0.6712607969589626
18,1.0133594008288649
19,-0.47688154301917374
20,1.0
21,-0.5416746261539314
22,1.0
23,1.0
24,1.3373248210381694
25,2.179634919932083
26,1.0
27,0.04146313112991984
28,1.0
29,0.04146313112991984
30,2.9571519311557237
31,1.7260833289177473
32,1.402117904172927
33,1.0
34,1.0
35,0.6246008929492868
36,1.0
37,-0.28250228907938446
38,-0.28250228907938446
39,1.0
40,1.0
41,0.04146313112991984
42,0.5598078098145292
43,-0.21770920594462706
44,0.6893939760840448
45,1.790876412052505
46,-0.15291612280986921
47,1.2077386502331382
48,1.0
49,0.17104930193495116
50,-0.21770920594462706
51,0.10625621880019342
52,0.10625621880019342
53,0.49501472214425557
54,1.0
55,-0.08812303513959541
56,-0.3472953722141421
57,1.0
58,2.3740141738718723
59,1.2077386502331382
60,1.0
61,1.0
62,1.0133594008288649
63,1.0
64,-0.08812303513959541
65,-0.21770920594462706
66,3.021945014290481
67,1.0
68,-0.6712607969589626
69,-0.800846963228478
70,1.0
71,1.0
72,3.3459104390353014
73,0.2358423850697089
74,1.0
75,2.568393423276145
76,-0.606467713824205
77,2.568393423276145
78,1.0
79,0.17104930193495116
80,1.0
81,1.0
82,-0.6712607969589626
83,-0.800846963228478
84,-0.47688154301917374
85,1.0
86,1.0
87,-0.5416746261539314
88,2.2444280030668406
89,-0.7360538800937204
90,0.43022163900949784
91,1.0
92,1.0
93,1.790876412052505
94,2.568393423276145
95,1.0
96,1.0
97,2.1148418322618094
98,1.0
99,-0.28250228907938446
100,2.892358848020965
101,1.0
102,2.697979594081177
103,0.9485663131585912
104,0.49501472214425557
105,1.0
106,0.818980146889076
107,1.0
108,1.0
109,1.0
110,1.0
111,1.985255665992294
112,1.7260833289177473
113,-0.47688154301917374
114,0.04146313112991984
115,3.3459104390353014
116,1.0
117,1.985255665992294
118,2.697979594081177
119,3.21632426823027
120,0.8837732300238338
121,-0.15291612280986921
122,0.49501472214425557
123,3.410703522170059
124,1.0
125,-0.023329952004837784
126,1.0
127,2.179634919932083
128,1.596497158112716
129,1.0
130,2.697979594081177
131,1.7260833289177473
132,2.568393423276145
133,0.49501472214425557
134,1.0
135,2.2444280030668406
136,0.43022163900949784
137,1.0
138,1.4669109918432006
139,1.0
140,1.0
141,0.10625621880019342
142,1.0
143,3.086738101960754
144,1.0
145,2.9571519311557237
146,2.568393423276145
147,0.10625621880019342
148,1.2725317379034116
149,1.0
150,1.0
